instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
3179,2011-05-17,Spring,2011,May,8,Non-Holiday,Tuesday,Work,Cloudy,16.44,17.0,94.0,20.0,347,No,Cool,Cool,Too Moist,Slow Wind
3180,2011-05-17,Spring,2011,May,9,Non-Holiday,Tuesday,Work,Cloudy,17.38,18.0,88.0,17.0,207,No,Cool,Cool,Too Moist,Slow Wind
3181,2011-05-17,Spring,2011,May,10,Non-Holiday,Tuesday,Work,Light Rain/Snow,17.38,18.0,88.0,17.0,104,No,Cool,Cool,Too Moist,Slow Wind
3182,2011-05-17,Spring,2011,May,11,Non-Holiday,Tuesday,Work,Cloudy,18.32,19.0,83.0,28.0,130,No,Cool,Cool,Too Moist,Normal
3183,2011-05-17,Spring,2011,May,12,Non-Holiday,Tuesday,Work,Light Rain/Snow,18.32,19.0,83.0,28.0,153,No,Cool,Cool,Too Moist,Normal
3184,2011-05-17,Spring,2011,May,13,Non-Holiday,Tuesday,Work,Cloudy,18.32,19.0,88.0,22.0,172,No,Cool,Cool,Too Moist,Normal
3185,2011-05-17,Spring,2011,May,14,Non-Holiday,Tuesday,Work,Clear,21.14,23.0,73.0,31.0,184,No,Warm,Warm,Too Moist,Normal
3186,2011-05-17,Spring,2011,May,15,Non-Holiday,Tuesday,Work,Clear,21.14,24.0,69.0,30.0,210,No,Warm,Warm,Too Moist,Normal
3187,2011-05-17,Spring,2011,May,16,Non-Holiday,Tuesday,Work,Clear,21.14,24.0,61.0,22.0,290,No,Warm,Warm,Too Moist,Normal
3188,2011-05-17,Spring,2011,May,17,Non-Holiday,Tuesday,Work,Clear,21.14,24.0,65.0,28.0,604,No,Warm,Warm,Too Moist,Normal
3189,2011-05-17,Spring,2011,May,18,Non-Holiday,Tuesday,Work,Clear,20.2,23.0,69.0,20.0,480,No,Warm,Warm,Too Moist,Slow Wind
3190,2011-05-17,Spring,2011,May,19,Non-Holiday,Tuesday,Work,Clear,20.2,23.0,69.0,17.0,349,No,Warm,Warm,Too Moist,Slow Wind
3191,2011-05-17,Spring,2011,May,20,Non-Holiday,Tuesday,Work,Clear,19.26,20.0,83.0,28.0,283,No,Cool,Cool,Too Moist,Normal
3192,2011-05-17,Spring,2011,May,21,Non-Holiday,Tuesday,Work,Clear,17.38,18.0,88.0,17.0,174,No,Cool,Cool,Too Moist,Slow Wind
3193,2011-05-17,Spring,2011,May,22,Non-Holiday,Tuesday,Work,Cloudy,17.38,18.0,88.0,19.0,98,No,Cool,Cool,Too Moist,Slow Wind
3194,2011-05-17,Spring,2011,May,23,Non-Holiday,Tuesday,Work,Cloudy,17.38,18.0,88.0,17.0,56,No,Cool,Cool,Too Moist,Slow Wind
3195,2011-05-18,Spring,2011,May,0,Non-Holiday,Wednesday,Work,Cloudy,17.38,18.0,88.0,15.0,23,No,Cool,Cool,Too Moist,Slow Wind
3196,2011-05-18,Spring,2011,May,1,Non-Holiday,Wednesday,Work,Cloudy,17.38,18.0,88.0,17.0,12,No,Cool,Cool,Too Moist,Slow Wind
3197,2011-05-18,Spring,2011,May,2,Non-Holiday,Wednesday,Work,Light Rain/Snow,16.44,17.0,94.0,15.0,6,No,Cool,Cool,Too Moist,Slow Wind
3198,2011-05-18,Spring,2011,May,3,Non-Holiday,Wednesday,Work,Light Rain/Snow,16.44,17.0,94.0,20.0,9,No,Cool,Cool,Too Moist,Slow Wind
3199,2011-05-18,Spring,2011,May,4,Non-Holiday,Wednesday,Work,Light Rain/Snow,16.44,17.0,94.0,20.0,3,No,Cool,Cool,Too Moist,Slow Wind
3200,2011-05-18,Spring,2011,May,5,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,100.0,15.0,9,No,Cool,Cool,Too Moist,Slow Wind
3201,2011-05-18,Spring,2011,May,6,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,100.0,9.0,101,No,Cool,Cool,Too Moist,Slow Wind
3202,2011-05-18,Spring,2011,May,7,Non-Holiday,Wednesday,Work,Clear,17.38,18.0,88.0,13.0,274,No,Cool,Cool,Too Moist,Slow Wind
3203,2011-05-18,Spring,2011,May,8,Non-Holiday,Wednesday,Work,Clear,18.32,19.0,88.0,19.0,453,No,Cool,Cool,Too Moist,Slow Wind
3204,2011-05-18,Spring,2011,May,9,Non-Holiday,Wednesday,Work,Light Rain/Snow,18.32,19.0,83.0,17.0,202,No,Cool,Cool,Too Moist,Slow Wind
3205,2011-05-18,Spring,2011,May,10,Non-Holiday,Wednesday,Work,Light Rain/Snow,17.38,18.0,88.0,19.0,106,No,Cool,Cool,Too Moist,Slow Wind
3206,2011-05-18,Spring,2011,May,11,Non-Holiday,Wednesday,Work,Cloudy,17.38,18.0,94.0,6.0,23,No,Cool,Cool,Too Moist,Slow Wind
3207,2011-05-18,Spring,2011,May,12,Non-Holiday,Wednesday,Work,Clear,18.32,19.0,94.0,20.0,54,No,Cool,Cool,Too Moist,Slow Wind
3208,2011-05-18,Spring,2011,May,13,Non-Holiday,Wednesday,Work,Cloudy,18.32,19.0,83.0,22.0,122,No,Cool,Cool,Too Moist,Normal
3209,2011-05-18,Spring,2011,May,14,Non-Holiday,Wednesday,Work,Cloudy,19.26,20.0,78.0,19.0,138,No,Cool,Cool,Too Moist,Slow Wind
3210,2011-05-18,Spring,2011,May,15,Non-Holiday,Wednesday,Work,Clear,20.2,22.0,78.0,17.0,167,No,Warm,Warm,Too Moist,Slow Wind
3211,2011-05-18,Spring,2011,May,16,Non-Holiday,Wednesday,Work,Clear,20.2,23.0,73.0,13.0,294,No,Warm,Warm,Too Moist,Slow Wind
3212,2011-05-18,Spring,2011,May,17,Non-Holiday,Wednesday,Work,Clear,20.2,23.0,69.0,9.0,565,No,Warm,Warm,Too Moist,Slow Wind
3213,2011-05-18,Spring,2011,May,18,Non-Holiday,Wednesday,Work,Clear,20.2,23.0,73.0,15.0,489,No,Warm,Warm,Too Moist,Slow Wind
3214,2011-05-18,Spring,2011,May,19,Non-Holiday,Wednesday,Work,Light Rain/Snow,18.32,19.0,88.0,9.0,331,No,Cool,Cool,Too Moist,Slow Wind
3215,2011-05-18,Spring,2011,May,20,Non-Holiday,Wednesday,Work,Light Rain/Snow,18.32,19.0,88.0,9.0,213,No,Cool,Cool,Too Moist,Slow Wind
3216,2011-05-18,Spring,2011,May,21,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,88.0,0.0,85,No,Cool,Cool,Too Moist,Slow Wind
3217,2011-05-18,Spring,2011,May,22,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,83.0,0.0,117,No,Cool,Cool,Too Moist,Slow Wind
3218,2011-05-18,Spring,2011,May,23,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,94.0,6.0,59,No,Cool,Cool,Too Moist,Slow Wind
3219,2011-05-19,Spring,2011,May,0,Non-Holiday,Thursday,Work,Clear,16.44,17.0,94.0,7.0,29,No,Cool,Cool,Too Moist,Slow Wind
3220,2011-05-19,Spring,2011,May,1,Non-Holiday,Thursday,Work,Clear,15.5,16.0,94.0,0.0,6,No,Cool,Cool,Too Moist,Slow Wind
3221,2011-05-19,Spring,2011,May,2,Non-Holiday,Thursday,Work,Clear,15.5,16.0,94.0,0.0,15,No,Cool,Cool,Too Moist,Slow Wind
3222,2011-05-19,Spring,2011,May,3,Non-Holiday,Thursday,Work,Clear,14.56,15.0,100.0,0.0,4,No,Cool,Cool,Too Moist,Slow Wind
3223,2011-05-19,Spring,2011,May,4,Non-Holiday,Thursday,Work,Clear,14.56,15.0,94.0,0.0,5,No,Cool,Cool,Too Moist,Slow Wind
3224,2011-05-19,Spring,2011,May,5,Non-Holiday,Thursday,Work,Clear,14.56,15.0,94.0,0.0,26,No,Cool,Cool,Too Moist,Slow Wind
3225,2011-05-19,Spring,2011,May,6,Non-Holiday,Thursday,Work,Cloudy,15.5,16.0,94.0,0.0,103,No,Cool,Cool,Too Moist,Slow Wind
3226,2011-05-19,Spring,2011,May,7,Non-Holiday,Thursday,Work,Cloudy,15.5,16.0,100.0,0.0,257,No,Cool,Cool,Too Moist,Slow Wind
3227,2011-05-19,Spring,2011,May,8,Non-Holiday,Thursday,Work,Cloudy,16.44,17.0,88.0,0.0,487,No,Cool,Cool,Too Moist,Slow Wind
3228,2011-05-19,Spring,2011,May,9,Non-Holiday,Thursday,Work,Cloudy,17.38,18.0,88.0,6.0,216,No,Cool,Cool,Too Moist,Slow Wind
3229,2011-05-19,Spring,2011,May,10,Non-Holiday,Thursday,Work,Cloudy,17.38,18.0,83.0,0.0,130,No,Cool,Cool,Too Moist,Slow Wind
3230,2011-05-19,Spring,2011,May,11,Non-Holiday,Thursday,Work,Light Rain/Snow,17.38,18.0,88.0,11.0,164,No,Cool,Cool,Too Moist,Slow Wind
3231,2011-05-19,Spring,2011,May,12,Non-Holiday,Thursday,Work,Cloudy,19.26,20.0,78.0,7.0,168,No,Cool,Cool,Too Moist,Slow Wind
3232,2011-05-19,Spring,2011,May,13,Non-Holiday,Thursday,Work,Light Rain/Snow,19.26,20.0,64.0,17.0,183,No,Cool,Cool,Too Moist,Slow Wind
3233,2011-05-19,Spring,2011,May,14,Non-Holiday,Thursday,Work,Light Rain/Snow,17.38,18.0,73.0,13.0,180,No,Cool,Cool,Too Moist,Slow Wind
3234,2011-05-19,Spring,2011,May,15,Non-Holiday,Thursday,Work,Clear,18.32,19.0,78.0,11.0,188,No,Cool,Cool,Too Moist,Slow Wind
3235,2011-05-19,Spring,2011,May,16,Non-Holiday,Thursday,Work,Clear,19.26,20.0,64.0,13.0,302,No,Cool,Cool,Too Moist,Slow Wind
3236,2011-05-19,Spring,2011,May,17,Non-Holiday,Thursday,Work,Clear,18.32,19.0,78.0,11.0,547,No,Cool,Cool,Too Moist,Slow Wind
3237,2011-05-19,Spring,2011,May,18,Non-Holiday,Thursday,Work,Clear,20.2,25.0,55.0,11.0,513,No,Warm,Warm,Optimum,Slow Wind
3238,2011-05-19,Spring,2011,May,19,Non-Holiday,Thursday,Work,Clear,19.26,20.0,60.0,9.0,410,No,Cool,Cool,Optimum,Slow Wind
3239,2011-05-19,Spring,2011,May,20,Non-Holiday,Thursday,Work,Clear,17.38,18.0,77.0,19.0,282,No,Cool,Cool,Too Moist,Slow Wind
3240,2011-05-19,Spring,2011,May,21,Non-Holiday,Thursday,Work,Clear,17.38,18.0,77.0,19.0,209,No,Cool,Cool,Too Moist,Slow Wind
3241,2011-05-19,Spring,2011,May,22,Non-Holiday,Thursday,Work,Light Rain/Snow,15.5,16.0,82.0,20.0,79,No,Cool,Cool,Too Moist,Slow Wind
3242,2011-05-19,Spring,2011,May,23,Non-Holiday,Thursday,Work,Clear,14.56,15.0,94.0,0.0,72,No,Cool,Cool,Too Moist,Slow Wind
3243,2011-05-20,Spring,2011,May,0,Non-Holiday,Friday,Work,Clear,13.62,14.0,94.0,6.0,48,No,Cool,Cool,Too Moist,Slow Wind
3244,2011-05-20,Spring,2011,May,1,Non-Holiday,Friday,Work,Clear,13.62,14.0,100.0,0.0,25,No,Cool,Cool,Too Moist,Slow Wind
3245,2011-05-20,Spring,2011,May,2,Non-Holiday,Friday,Work,Clear,12.68,13.0,100.0,6.0,8,No,Cool,Cool,Too Moist,Slow Wind
3246,2011-05-20,Spring,2011,May,3,Non-Holiday,Friday,Work,Clear,12.68,13.0,100.0,0.0,5,No,Cool,Cool,Too Moist,Slow Wind
3247,2011-05-20,Spring,2011,May,4,Non-Holiday,Friday,Work,Clear,12.68,13.0,94.0,6.0,5,No,Cool,Cool,Too Moist,Slow Wind
3248,2011-05-20,Spring,2011,May,5,Non-Holiday,Friday,Work,Clear,12.68,13.0,94.0,7.0,28,No,Cool,Cool,Too Moist,Slow Wind
3249,2011-05-20,Spring,2011,May,6,Non-Holiday,Friday,Work,Clear,13.62,14.0,88.0,7.0,117,No,Cool,Cool,Too Moist,Slow Wind
3250,2011-05-20,Spring,2011,May,7,Non-Holiday,Friday,Work,Clear,15.5,16.0,77.0,11.0,319,No,Cool,Cool,Too Moist,Slow Wind
3251,2011-05-20,Spring,2011,May,8,Non-Holiday,Friday,Work,Clear,17.38,18.0,68.0,0.0,517,No,Cool,Cool,Too Moist,Slow Wind
3252,2011-05-20,Spring,2011,May,9,Non-Holiday,Friday,Work,Clear,17.38,18.0,68.0,15.0,234,No,Cool,Cool,Too Moist,Slow Wind
3253,2011-05-20,Spring,2011,May,10,Non-Holiday,Friday,Work,Clear,18.32,19.0,64.0,13.0,148,No,Cool,Cool,Too Moist,Slow Wind
3254,2011-05-20,Spring,2011,May,11,Non-Holiday,Friday,Work,Cloudy,19.26,20.0,60.0,13.0,196,No,Cool,Cool,Optimum,Slow Wind
3255,2011-05-20,Spring,2011,May,12,Non-Holiday,Friday,Work,Cloudy,20.2,25.0,56.0,17.0,255,No,Warm,Warm,Optimum,Slow Wind
3256,2011-05-20,Spring,2011,May,13,Non-Holiday,Friday,Work,Light Rain/Snow,20.2,25.0,56.0,19.0,232,No,Warm,Warm,Optimum,Slow Wind
3257,2011-05-20,Spring,2011,May,14,Non-Holiday,Friday,Work,Clear,21.14,25.0,53.0,15.0,197,No,Warm,Warm,Optimum,Slow Wind
3258,2011-05-20,Spring,2011,May,15,Non-Holiday,Friday,Work,Cloudy,20.2,25.0,56.0,13.0,242,No,Warm,Warm,Optimum,Slow Wind
3259,2011-05-20,Spring,2011,May,16,Non-Holiday,Friday,Work,Cloudy,20.2,25.0,53.0,11.0,330,No,Warm,Warm,Optimum,Slow Wind
3260,2011-05-20,Spring,2011,May,17,Non-Holiday,Friday,Work,Clear,21.14,25.0,53.0,0.0,554,No,Warm,Warm,Optimum,Slow Wind
3261,2011-05-20,Spring,2011,May,18,Non-Holiday,Friday,Work,Clear,20.2,25.0,56.0,11.0,473,No,Warm,Warm,Optimum,Slow Wind
3262,2011-05-20,Spring,2011,May,19,Non-Holiday,Friday,Work,Clear,19.26,20.0,64.0,6.0,302,No,Cool,Cool,Too Moist,Slow Wind
3263,2011-05-20,Spring,2011,May,20,Non-Holiday,Friday,Work,Clear,19.26,20.0,64.0,7.0,220,No,Cool,Cool,Too Moist,Slow Wind
3264,2011-05-20,Spring,2011,May,21,Non-Holiday,Friday,Work,Clear,18.32,19.0,64.0,7.0,195,No,Cool,Cool,Too Moist,Slow Wind
3265,2011-05-20,Spring,2011,May,22,Non-Holiday,Friday,Work,Clear,17.38,18.0,73.0,0.0,152,No,Cool,Cool,Too Moist,Slow Wind
3266,2011-05-20,Spring,2011,May,23,Non-Holiday,Friday,Work,Clear,16.44,17.0,72.0,11.0,115,No,Cool,Cool,Too Moist,Slow Wind
3267,2011-05-21,Spring,2011,May,0,Non-Holiday,Saturday,Non-Work,Clear,16.44,17.0,77.0,7.0,98,No,Cool,Cool,Too Moist,Slow Wind
3268,2011-05-21,Spring,2011,May,1,Non-Holiday,Saturday,Non-Work,Clear,16.44,17.0,72.0,0.0,72,No,Cool,Cool,Too Moist,Slow Wind
3269,2011-05-21,Spring,2011,May,2,Non-Holiday,Saturday,Non-Work,Clear,16.44,17.0,72.0,7.0,40,No,Cool,Cool,Too Moist,Slow Wind
3270,2011-05-21,Spring,2011,May,3,Non-Holiday,Saturday,Non-Work,Clear,14.56,15.0,82.0,7.0,19,No,Cool,Cool,Too Moist,Slow Wind
3271,2011-05-21,Spring,2011,May,4,Non-Holiday,Saturday,Non-Work,Clear,13.62,14.0,88.0,9.0,7,No,Cool,Cool,Too Moist,Slow Wind
3272,2011-05-21,Spring,2011,May,5,Non-Holiday,Saturday,Non-Work,Clear,13.62,14.0,88.0,7.0,5,No,Cool,Cool,Too Moist,Slow Wind
3273,2011-05-21,Spring,2011,May,6,Non-Holiday,Saturday,Non-Work,Clear,15.5,16.0,82.0,9.0,28,No,Cool,Cool,Too Moist,Slow Wind
3274,2011-05-21,Spring,2011,May,7,Non-Holiday,Saturday,Non-Work,Clear,17.38,18.0,73.0,9.0,43,No,Cool,Cool,Too Moist,Slow Wind
3275,2011-05-21,Spring,2011,May,8,Non-Holiday,Saturday,Non-Work,Clear,18.32,19.0,68.0,19.0,126,No,Cool,Cool,Too Moist,Slow Wind
3276,2011-05-21,Spring,2011,May,9,Non-Holiday,Saturday,Non-Work,Clear,20.2,24.0,64.0,15.0,225,No,Warm,Warm,Too Moist,Slow Wind
3277,2011-05-21,Spring,2011,May,10,Non-Holiday,Saturday,Non-Work,Clear,21.14,24.0,61.0,7.0,323,No,Warm,Warm,Too Moist,Slow Wind
3278,2011-05-21,Spring,2011,May,11,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,53.0,9.0,418,No,Warm,Warm,Optimum,Slow Wind
3279,2011-05-21,Spring,2011,May,12,Non-Holiday,Saturday,Non-Work,Clear,23.02,25.0,50.0,0.0,493,No,Warm,Warm,Optimum,Slow Wind
3280,2011-05-21,Spring,2011,May,13,Non-Holiday,Saturday,Non-Work,Clear,24.9,26.0,45.0,0.0,462,No,Warm,Warm,Optimum,Slow Wind
3281,2011-05-21,Spring,2011,May,14,Non-Holiday,Saturday,Non-Work,Clear,25.84,27.0,42.0,0.0,456,No,Warm,Warm,Optimum,Slow Wind
3282,2011-05-21,Spring,2011,May,15,Non-Holiday,Saturday,Non-Work,Clear,25.84,27.0,45.0,17.0,506,No,Warm,Warm,Optimum,Slow Wind
3283,2011-05-21,Spring,2011,May,16,Non-Holiday,Saturday,Non-Work,Cloudy,25.84,27.0,39.0,17.0,471,No,Warm,Warm,Optimum,Slow Wind
3284,2011-05-21,Spring,2011,May,17,Non-Holiday,Saturday,Non-Work,Cloudy,25.84,27.0,42.0,11.0,444,No,Warm,Warm,Optimum,Slow Wind
3285,2011-05-21,Spring,2011,May,18,Non-Holiday,Saturday,Non-Work,Cloudy,24.9,26.0,45.0,11.0,444,No,Warm,Warm,Optimum,Slow Wind
3286,2011-05-21,Spring,2011,May,19,Non-Holiday,Saturday,Non-Work,Clear,23.96,26.0,47.0,11.0,301,No,Warm,Warm,Optimum,Slow Wind
3287,2011-05-21,Spring,2011,May,20,Non-Holiday,Saturday,Non-Work,Clear,21.14,24.0,61.0,0.0,248,No,Warm,Warm,Too Moist,Slow Wind
3288,2011-05-21,Spring,2011,May,21,Non-Holiday,Saturday,Non-Work,Clear,21.14,24.0,61.0,7.0,227,No,Warm,Warm,Too Moist,Slow Wind
3289,2011-05-21,Spring,2011,May,22,Non-Holiday,Saturday,Non-Work,Clear,20.2,23.0,69.0,9.0,204,No,Warm,Warm,Too Moist,Slow Wind
3290,2011-05-21,Spring,2011,May,23,Non-Holiday,Saturday,Non-Work,Clear,19.26,20.0,78.0,6.0,145,No,Cool,Cool,Too Moist,Slow Wind
3291,2011-05-22,Spring,2011,May,0,Non-Holiday,Sunday,Non-Work,Clear,17.38,18.0,88.0,11.0,131,No,Cool,Cool,Too Moist,Slow Wind
3292,2011-05-22,Spring,2011,May,1,Non-Holiday,Sunday,Non-Work,Clear,16.44,17.0,94.0,9.0,98,No,Cool,Cool,Too Moist,Slow Wind
3293,2011-05-22,Spring,2011,May,2,Non-Holiday,Sunday,Non-Work,Clear,16.44,17.0,94.0,7.0,68,No,Cool,Cool,Too Moist,Slow Wind
3294,2011-05-22,Spring,2011,May,3,Non-Holiday,Sunday,Non-Work,Clear,15.5,16.0,100.0,7.0,33,No,Cool,Cool,Too Moist,Slow Wind
3295,2011-05-22,Spring,2011,May,4,Non-Holiday,Sunday,Non-Work,Clear,15.5,16.0,100.0,0.0,12,No,Cool,Cool,Too Moist,Slow Wind
3296,2011-05-22,Spring,2011,May,5,Non-Holiday,Sunday,Non-Work,Clear,15.5,16.0,100.0,7.0,6,No,Cool,Cool,Too Moist,Slow Wind
3297,2011-05-22,Spring,2011,May,6,Non-Holiday,Sunday,Non-Work,Clear,16.44,17.0,94.0,7.0,18,No,Cool,Cool,Too Moist,Slow Wind
3298,2011-05-22,Spring,2011,May,7,Non-Holiday,Sunday,Non-Work,Clear,17.38,18.0,88.0,7.0,40,No,Cool,Cool,Too Moist,Slow Wind
3299,2011-05-22,Spring,2011,May,8,Non-Holiday,Sunday,Non-Work,Clear,20.2,23.0,73.0,6.0,94,No,Warm,Warm,Too Moist,Slow Wind
3300,2011-05-22,Spring,2011,May,9,Non-Holiday,Sunday,Non-Work,Clear,21.14,24.0,69.0,7.0,189,No,Warm,Warm,Too Moist,Slow Wind
3301,2011-05-22,Spring,2011,May,10,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,65.0,9.0,305,No,Warm,Warm,Too Moist,Slow Wind
3302,2011-05-22,Spring,2011,May,11,Non-Holiday,Sunday,Non-Work,Clear,24.9,27.0,54.0,13.0,373,No,Warm,Warm,Optimum,Slow Wind
3303,2011-05-22,Spring,2011,May,12,Non-Holiday,Sunday,Non-Work,Cloudy,25.84,28.0,51.0,13.0,401,No,Warm,Warm,Optimum,Slow Wind
3304,2011-05-22,Spring,2011,May,13,Non-Holiday,Sunday,Non-Work,Cloudy,23.02,25.0,54.0,15.0,455,No,Warm,Warm,Optimum,Slow Wind
3305,2011-05-22,Spring,2011,May,14,Non-Holiday,Sunday,Non-Work,Light Rain/Snow,21.14,24.0,69.0,13.0,316,No,Warm,Warm,Too Moist,Slow Wind
3306,2011-05-22,Spring,2011,May,15,Non-Holiday,Sunday,Non-Work,Cloudy,23.02,25.0,61.0,11.0,331,No,Warm,Warm,Too Moist,Slow Wind
3307,2011-05-22,Spring,2011,May,16,Non-Holiday,Sunday,Non-Work,Clear,23.96,26.0,61.0,9.0,273,No,Warm,Warm,Too Moist,Slow Wind
3308,2011-05-22,Spring,2011,May,17,Non-Holiday,Sunday,Non-Work,Clear,24.9,27.0,58.0,17.0,306,No,Warm,Warm,Optimum,Slow Wind
3309,2011-05-22,Spring,2011,May,18,Non-Holiday,Sunday,Non-Work,Clear,23.02,25.0,61.0,15.0,358,No,Warm,Warm,Too Moist,Slow Wind
3310,2011-05-22,Spring,2011,May,19,Non-Holiday,Sunday,Non-Work,Clear,23.02,25.0,61.0,13.0,300,No,Warm,Warm,Too Moist,Slow Wind
3311,2011-05-22,Spring,2011,May,20,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,65.0,11.0,231,No,Warm,Warm,Too Moist,Slow Wind
3312,2011-05-22,Spring,2011,May,21,Non-Holiday,Sunday,Non-Work,Clear,21.14,23.0,73.0,13.0,136,No,Warm,Warm,Too Moist,Slow Wind
3313,2011-05-22,Spring,2011,May,22,Non-Holiday,Sunday,Non-Work,Clear,20.2,21.0,83.0,9.0,121,No,Warm,Warm,Too Moist,Slow Wind
3314,2011-05-22,Spring,2011,May,23,Non-Holiday,Sunday,Non-Work,Cloudy,19.26,20.0,83.0,9.0,65,No,Cool,Cool,Too Moist,Slow Wind
3315,2011-05-23,Spring,2011,May,0,Non-Holiday,Monday,Work,Cloudy,18.32,19.0,88.0,9.0,41,No,Cool,Cool,Too Moist,Slow Wind
3316,2011-05-23,Spring,2011,May,1,Non-Holiday,Monday,Work,Clear,18.32,19.0,88.0,7.0,9,No,Cool,Cool,Too Moist,Slow Wind
3317,2011-05-23,Spring,2011,May,2,Non-Holiday,Monday,Work,Light Rain/Snow,18.32,19.0,88.0,11.0,5,No,Cool,Cool,Too Moist,Slow Wind
3318,2011-05-23,Spring,2011,May,3,Non-Holiday,Monday,Work,Light Rain/Snow,17.38,18.0,94.0,11.0,4,No,Cool,Cool,Too Moist,Slow Wind
3319,2011-05-23,Spring,2011,May,4,Non-Holiday,Monday,Work,Cloudy,17.38,18.0,94.0,0.0,4,No,Cool,Cool,Too Moist,Slow Wind
3320,2011-05-23,Spring,2011,May,5,Non-Holiday,Monday,Work,Cloudy,17.38,18.0,94.0,0.0,11,No,Cool,Cool,Too Moist,Slow Wind
3321,2011-05-23,Spring,2011,May,6,Non-Holiday,Monday,Work,Cloudy,17.38,18.0,100.0,0.0,96,No,Cool,Cool,Too Moist,Slow Wind
3322,2011-05-23,Spring,2011,May,7,Non-Holiday,Monday,Work,Cloudy,18.32,19.0,94.0,7.0,236,No,Cool,Cool,Too Moist,Slow Wind
3323,2011-05-23,Spring,2011,May,8,Non-Holiday,Monday,Work,Clear,20.2,20.0,88.0,13.0,409,No,Warm,Cool,Too Moist,Slow Wind
3324,2011-05-23,Spring,2011,May,9,Non-Holiday,Monday,Work,Clear,20.2,20.0,88.0,15.0,167,No,Warm,Cool,Too Moist,Slow Wind
3325,2011-05-23,Spring,2011,May,10,Non-Holiday,Monday,Work,Clear,23.02,25.0,74.0,20.0,121,No,Warm,Warm,Too Moist,Slow Wind
3326,2011-05-23,Spring,2011,May,11,Non-Holiday,Monday,Work,Clear,23.96,26.0,69.0,26.0,180,No,Warm,Warm,Too Moist,Normal
3327,2011-05-23,Spring,2011,May,12,Non-Holiday,Monday,Work,Clear,23.96,26.0,69.0,26.0,204,No,Warm,Warm,Too Moist,Normal
3328,2011-05-23,Spring,2011,May,13,Non-Holiday,Monday,Work,Cloudy,26.78,29.0,58.0,28.0,204,No,Warm,Warm,Optimum,Normal
3329,2011-05-23,Spring,2011,May,14,Non-Holiday,Monday,Work,Cloudy,25.84,29.0,62.0,35.0,187,No,Warm,Warm,Too Moist,Normal
3330,2011-05-23,Spring,2011,May,15,Non-Holiday,Monday,Work,Cloudy,25.84,29.0,62.0,30.0,176,No,Warm,Warm,Too Moist,Normal
3331,2011-05-23,Spring,2011,May,16,Non-Holiday,Monday,Work,Cloudy,25.84,29.0,62.0,20.0,279,No,Warm,Warm,Too Moist,Slow Wind
3332,2011-05-23,Spring,2011,May,17,Non-Holiday,Monday,Work,Light Rain/Snow,25.84,29.0,70.0,26.0,429,No,Warm,Warm,Too Moist,Normal
3333,2011-05-23,Spring,2011,May,18,Non-Holiday,Monday,Work,Clear,24.9,28.0,74.0,19.0,453,No,Warm,Warm,Too Moist,Slow Wind
3334,2011-05-23,Spring,2011,May,19,Non-Holiday,Monday,Work,Clear,24.9,28.0,74.0,15.0,358,No,Warm,Warm,Too Moist,Slow Wind
3335,2011-05-23,Spring,2011,May,20,Non-Holiday,Monday,Work,Clear,22.08,22.0,83.0,15.0,310,No,Warm,Warm,Too Moist,Slow Wind
3336,2011-05-23,Spring,2011,May,21,Non-Holiday,Monday,Work,Clear,22.08,22.0,89.0,15.0,188,No,Warm,Warm,Too Moist,Slow Wind
3337,2011-05-23,Spring,2011,May,22,Non-Holiday,Monday,Work,Clear,21.14,20.0,94.0,15.0,131,No,Warm,Cool,Too Moist,Slow Wind
3338,2011-05-23,Spring,2011,May,23,Non-Holiday,Monday,Work,Cloudy,21.14,21.0,88.0,13.0,72,No,Warm,Warm,Too Moist,Slow Wind
3339,2011-05-24,Spring,2011,May,0,Non-Holiday,Tuesday,Work,Cloudy,20.2,18.0,94.0,13.0,35,No,Warm,Cool,Too Moist,Slow Wind
3340,2011-05-24,Spring,2011,May,1,Non-Holiday,Tuesday,Work,Cloudy,20.2,18.0,94.0,11.0,15,No,Warm,Cool,Too Moist,Slow Wind
3341,2011-05-24,Spring,2011,May,2,Non-Holiday,Tuesday,Work,Cloudy,20.2,18.0,94.0,13.0,10,No,Warm,Cool,Too Moist,Slow Wind
3342,2011-05-24,Spring,2011,May,3,Non-Holiday,Tuesday,Work,Cloudy,19.26,20.0,94.0,7.0,2,No,Cool,Cool,Too Moist,Slow Wind
3343,2011-05-24,Spring,2011,May,4,Non-Holiday,Tuesday,Work,Clear,20.2,20.0,88.0,7.0,4,No,Warm,Cool,Too Moist,Slow Wind
3344,2011-05-24,Spring,2011,May,5,Non-Holiday,Tuesday,Work,Cloudy,19.26,20.0,94.0,17.0,24,No,Cool,Cool,Too Moist,Slow Wind
